load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigma11,avg_sigma12,avg_sigma22,avg_init_sigma11,avg_init_sigma12,avg_init_sigma22,avg_sigma12_change_from_init,avg_P11,avg_P12,avg_P21,avg_P22,avg_init_P11,avg_init_P12,avg_init_P21,avg_init_P22,participationFraction,m3_participationFraction,nr_elements_with_m3_change,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,max_m3_nr,sum_m3,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,nr_edge_flips,nr_total_edge_flips,max_Ftotal_reconnect_error,edge_flip_chosen_minus_other_energy,edge_flip_always_chose_lower_energy,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
39,0.53,97.048081303,6.9628580639,99.51119491,-2.4631136064,0.0099028654391,0.0007104957208,0.010154203562,-0.0002513381231,0,0,0.10417372499,1.2304405792e-05,-0.22557951013,0.13470368346,0.22508784156,-0.17355019494,0.21319613058,0.17308705297,-0.078492447119,-0.27420679303,0.063125813165,0.067190906835,0.23578092812,-0.24546938192,0.14668075216,0.16448919594,0.20931916111,0.42271007704,0.5896632634,159,2270,7519,6,5,1,236,3,-1,1678,3008,3407,3407,8.2611634675e-16,0,1,8,0,0,2m 2s,1m 58.226s,4.535s,2m 20s,53.508162861,34.920392164,107.09616924,0.3064045556,71.437731498,-2.2625397989
40,0.54,104.50405527,7.4559739708,104.7861636,-0.2821083241,0.01066367911,0.00076081367049,0.010692465673,-2.8786563684e-05,0,0,0.094924709761,2.6989553708e-05,-0.21490009201,0.16947392891,0.2144102506,-0.20700743564,0.18076836392,0.20651576707,-0.011294435008,-0.27604619867,0.092058379948,0.10410301595,0.23613878411,-0.27157741238,0.10861121464,0.11829199364,0.23045720373,0.12967264954,0.74114741171,22,7825,1965,3,7,1,101,3,-1,1985,3457,3121,3121,9.5905618467e-16,0,1,8,0,0,2m 5s,2m 0.303s,4.651s,2m 16s,53.865082804,34.934671835,107.75444587,0.27100277076,71.435093426,-2.2369402753
41,0.55,112.78325966,8.2792043901,113.90008735,-1.1168276817,0.011508495884,0.0008448167745,0.011622457892,-0.00011396200834,0,0,0.1022954568,8.6930383598e-06,-0.24182746622,0.15151449526,0.2413154867,-0.1970750184,0.21326392583,0.19658517699,-0.061749430573,-0.29939577255,0.067971798434,0.07428565147,0.2546275541,-0.27425106004,0.13515914049,0.15292520082,0.23175166121,0.45867741621,0.83865565824,126,2225,7563,4,8,1,209,3,-1,2731,4385,3208,3208,9.7732225929e-16,0,1,8,0,0,2m 7s,2m 3.041s,4.766s,2m 13s,54.214425612,34.934677716,108.56604855,0.39834478138,71.491897026,-1.9595478632
42,0.56,120.82044258,8.0371829136,121.29936535,-0.47892276852,0.01232861659,0.00082012070547,0.01237748626,-4.8869670257e-05,0,0,0.090291572361,9.5849044887e-06,-0.23589608908,0.17927979882,0.23540292725,-0.22322549945,0.1960640643,0.22271351993,-0.016784265485,-0.30454018303,0.091374438716,0.10247325885,0.25714321807,-0.29733024044,0.11189337981,0.12406271314,0.24983734459,0.19102473357,0.77430721369,38,4973,4816,4,7,1,167,3,-1,1906,3006,2086,2086,7.9790891992e-16,0,1,8,0,0,2m 10s,2m 5.073s,4.883s,2m 9s,54.5637739,34.934677552,109.20668097,0.33956060879,71.582781857,-2.0100574211
43,0.57,130.32670436,9.5062617813,130.69618577,-0.369481406,0.013298643302,0.00097002671238,0.013336345486,-3.7702184285e-05,0,0,0.10079392422,2.6007983896e-05,-0.24191218687,0.1912687119,0.24137935924,-0.21705568821,0.22315630817,0.21656252637,-0.031887596272,-0.31681519793,0.097579382456,0.11013171459,0.26608238454,-0.30273835846,0.13458379041,0.15189443022,0.25239945621,0.33891880888,0.92868591323,67,5753,4034,4,9,1,176,3,-1,3618,6526,2625,2625,9.4081346175e-16,0,1,8,0,0,2m 13s,2m 8.702s,4.998s,2m 7s,54.909054316,34.927536364,110.06103382,0.53960297647,71.456058582,-2.2978099715
44,0.58,138.73647285,8.4097684935,140.74380542,-2.0073325629,0.014156782944,0.00085813964219,0.014361612798,-0.00020482985336,0,0,0.099965287758,9.9826026221e-06,-0.26842055534,0.17827431262,0.26798641657,-0.22378968352,0.23357560168,0.22325685589,-0.055301289058,-0.34125780918,0.078188215494,0.084621902368,0.28445417997,-0.31574461851,0.13907042348,0.15780876047,0.26186080414,0.42719901509,0.77785607873,115,329,9456,4,11,1,287,3,-1,2388,4243,2725,2725,7.8159025423e-16,0,1,8,0,0,2m 16s,2m 11.256s,5.114s,2m 4s,55.258327761,34.927528434,110.64912146,0.41734296116,71.756601205,-2.4985900155
45,0.59,148.50119604,9.7647231886,148.54162557,-0.040429530946,0.01515318327,0.00099640032537,0.015157308732,-4.1254623415e-06,0,0,0.091401116069,9.0880887986e-06,-0.2503762528,0.22024882744,0.24993496537,-0.24884766214,0.22214188154,0.24841352338,-0.0018930541012,-0.34044995032,0.11248354917,0.1318452686,0.28274789967,-0.33958513999,0.12136023479,0.1343637524,0.2794017153,0.013522923405,0.62584170383,12,8038,1747,3,12,1,101,3,-1,2605,4397,4012,4012,9.8853585219e-16,0,1,8,0,0,2m 19s,2m 13.843s,5.231s,2m 0s,55.600465034,34.927537268,111.3437581,0.42206290776,71.902023407,-2.5019476951
46,0.6,160.29531335,11.794117305,160.34817747,-0.052864119903,0.016356664627,0.0012034813577,0.016362058925,-5.3942979493e-06,0,0,0.098404886559,1.7705271282e-05,-0.23273566425,0.26071774154,0.23229518771,-0.23119050437,0.26261316732,0.23074921694,-0.0018954257886,-0.34034391556,0.15021399765,0.17773153379,0.27993778287,-0.33947182355,0.15401146566,0.18027901872,0.27863396111,0.012800974353,0.6629704084,15,9529,255,3,13,1,58,3,-1,2044,3583,772,772,9.0013495777e-16,0,1,8,0,0,2m 21s,2m 15.973s,5.349s,1m 57s,55.949732922,34.927529359,112.03699355,0.42521903895,71.900566703,-2.5079101699
47,0.61,173.98930941,13.693996066,174.03849256,-0.049183147078,0.017754011165,0.0013973465373,0.017759029853,-5.0186884774e-06,0,0,0.10792812255,1.9986457008e-05,-0.21768770924,0.29726433987,0.21726513749,-0.21577515525,0.29956915067,0.2153346787,-0.0023048107993,-0.34215574017,0.1850589783,0.21897456224,0.27802781043,-0.34110244845,0.18778777438,0.22204647814,0.2769409166,0.016046966585,0.6042585675,22,9642,142,3,13,1,58,3,-1,1603,2521,119,119,7.5508724158e-16,0,1,8,0,0,2m 23s,2m 17.530s,5.466s,1m 53s,56.299014546,34.927541788,112.7241448,0.42157888037,71.900733651,-2.5192934249
48,0.62,184.766641,10.777331591,189.4431465,-4.6765054981,0.018853738878,0.0010997277134,0.019330933316,-0.00047719443859,0,0,0.083571143751,1.7129460177e-05,-0.26801451212,0.26317598192,0.26753257429,-0.2028725799,0.33288284966,0.20245000814,-0.06970686774,-0.38291110865,0.13618521915,0.16116831542,0.31094822229,-0.34456422139,0.21897645811,0.25941801135,0.27596117246,0.47321875612,0.58123081484,110,6762,3025,3,10,1,133,3,-1,2031,3381,1529,1529,8.9800335984e-16,0,1,8,0,0,2m 25s,2m 19.449s,5.583s,1m 49s,56.648287999,34.927538461,113.42658334,0.43137170081,72.471448233,-2.9325629806
49,0.63,198.37617015,13.609529144,198.66713032,-0.29096016916,0.020242466342,0.0013887274637,0.020272156155,-2.9689813179e-05,0,0,0.10448159204,1.5295288368e-05,-0.26577684723,0.28634704202,0.26524344102,-0.24939926733,0.30354353817,0.24891732949,-0.017196496151,-0.39305883336,0.15415627264,0.18311710694,0.3163639374,-0.38341445837,0.17531122242,0.20772664292,0.30753241729,0.20799008869,0.72648088947,42,7142,2641,3,14,1,147,3,-1,1928,3063,1294,1294,1.2408240155e-15,0,1,8,0,0,2m 27s,2m 21.297s,5.707s,1m 46s,56.99042026,34.927538778,114.15025439,0.47097167244,72.567862205,-3.0398292697
50,0.64,211.8185267,13.442356554,213.37194665,-1.5534199446,0.021614135378,0.0013716690361,0.021772647617,-0.00015851223924,0,0,0.089786860921,9.5107626503e-06,-0.29466735763,0.27854007221,0.29415088393,-0.24812297961,0.325199982,0.2475895734,-0.046659909792,-0.42224534441,0.1373356003,0.15988828947,0.33710444173,-0.39456091277,0.19149053652,0.2279234067,0.31346825943,0.40843398298,0.86524545806,114,2150,7634,2,14,1,245,3,-1,2022,3263,2807,2807,1.0531188717e-15,0,1,8,0,0,2m 29s,2m 23.269s,5.822s,1m 42s,57.339694446,34.927537916,115.01582037,0.64565558234,72.674014893,-2.8345600736
51,0.65,226.19921425,14.380687551,226.46707866,-0.26786440921,0.023081552475,0.0014674170971,0.023108885578,-2.7333102981e-05,0,0,0.091678660291,1.3765521952e-05,-0.2860219926,0.30892846835,0.28550540488,-0.27551597872,0.31902249016,0.27499950503,-0.010094021819,-0.42959189622,0.16169405989,0.1919267153,0.34014639855,-0.42324174756,0.17641494225,0.20690950825,0.33348607325,0.15014873048,0.42810941806,24,6023,3760,2,15,1,201,3,-1,1028,2003,2427,2427,1.2447253957e-15,0,1,8,0,0,2m 30s,2m 24.346s,5.941s,1m 38s,57.68432681,34.920395346,115.68855636,0.63316615387,72.672519818,-2.7333263096
52,0.66,241.88264028,15.683426026,242.31739422,-0.4347539461,0.024681902069,0.0016003495945,0.024726264717,-4.4362647561e-05,0,0,0.08462050783,9.8758272132e-06,-0.30128877079,0.31549230302,0.30071518453,-0.26744536923,0.3483157513,0.2669287815,-0.032823448279,-0.4514281201,0.15814044418,0.18878201463,0.35549507248,-0.43141759494,0.19942472569,0.23785194094,0.33703802334,0.35578833033,0.77696506066,82,4313,5465,2,20,1,229,3,-1,2240,3909,2188,2188,9.4718534476e-16,0,1,8,0,0,2m 32s,2m 26.585s,6.067s,1m 35s,58.028816706,34.913248414,116.42797635,0.67682635952,72.617614474,-2.6507167855
53,0.67,257.58814683,15.705506553,258.30003068,-0.71188385034,0.026284504779,0.0016026027095,0.026357145988,-7.2641209218e-05,0,0,0.084803633011,9.9151881038e-06,-0.31723439742,0.32356719728,0.31669735257,-0.28332284934,0.35425280625,0.28274926308,-0.030685608972,-0.47478450852,0.15860789551,0.1867088505,0.36987100918,-0.45405737778,0.19498707331,0.23381471184,0.35298434613,0.30727261579,0.67298638435,74,1267,8506,3,24,1,303,3,-1,1788,3174,1983,1983,9.937326045e-16,0,1,8,0,0,2m 34s,2m 28.436s,6.183s,1m 32s,58.377948515,34.913250579,117.07089756,0.63637990525,72.574180197,-2.5999000423
54,0.68,274.0903114,16.502164569,274.41066955,-0.32035815214,0.027968399123,0.0016838943438,0.02800108873,-3.2689607361e-05,0,0,0.090861964993,1.5435740829e-05,-0.31128466507,0.35022890317,0.31073438426,-0.2987164968,0.36281253653,0.29817945196,-0.012583633365,-0.48457965436,0.17874543391,0.21368517854,0.37422825141,-0.4775642989,0.19587847087,0.23251586881,0.36707347891,0.21743616745,0.38643371287,36,2813,6952,3,32,1,285,3,-1,1370,2353,1298,1298,9.9730275923e-16,0,1,8,0,0,2m 36s,2m 29.915s,6.302s,1m 28s,58.727080931,34.913249781,117.75277102,0.62358119664,72.57043115,-2.6120550408
55,0.69,291.88446802,17.794156617,292.22246188,-0.33799386569,0.02978412939,0.0018157302671,0.02981861856,-3.4489169968e-05,0,0,0.093356602949,1.0696200846e-05,-0.30562075475,0.37694213476,0.3050211359,-0.29251402019,0.38930832976,0.29196373938,-0.012366195002,-0.49518611634,0.19741427793,0.24054557644,0.37997623208,-0.48769270369,0.21571317065,0.25969582424,0.37152236839,0.21361825372,0.428927618,35,6211,3558,2,29,1,242,3,-1,1318,2163,2275,2275,8.9870199789e-16,0,1,8,0,0,2m 37s,2m 31.277s,6.424s,1m 25s,59.081143615,34.920389172,118.49519486,0.67317754327,72.48133454,-2.6100212816
56,0.7,311.09162881,19.207160796,311.29962421,-0.20799539586,0.031744043756,0.0019599143669,0.031765267776,-2.1224019985e-05,0,0,0.099494011337,1.0636334196e-05,-0.30404833568,0.39633755757,0.30333527868,-0.28785022993,0.41486094296,0.28725061108,-0.018523385387,-0.50697262154,0.20746017621,0.25817738629,0.38679580468,-0.49941161342,0.23282290302,0.28511911663,0.37808744714,0.31284219192,0.52762699079,69,7442,2291,2,65,1,214,3,-1,2581,4720,1555,1555,1.0127775769e-15,0,1,8,0,0,2m 40s,2m 34.070s,6.541s,1m 22s,59.430350115,34.920390883,119.14175169,0.62610934713,72.312344585,-2.6084913533
57,0.71,330.41816815,19.326539341,331.44477007,-1.026601919,0.033716139608,0.0019720958511,0.033820894905,-0.00010475529786,0,0,0.091792382307,9.7504211125e-06,-0.3321577466,0.40584919241,0.33157028433,-0.28675751965,0.43351632414,0.28604446265,-0.027667131724,-0.54481252727,0.20232213444,0.25044383025,0.41185111168,-0.51191049837,0.24182006462,0.30195729761,0.38566925712,0.41778701203,0.47082938283,48,2209,7565,1,25,1,234,3,-1,2346,3900,2892,2892,1.0886536977e-15,0,1,8,0,0,2m 43s,2m 36.347s,6.659s,1m 19s,59.779548775,34.920389597,119.73797152,0.5405406326,72.202233448,-2.6778069089
58,0.72,351.11332996,20.695161804,351.25384825,-0.14051828834,0.035827890812,0.0021117512044,0.035842229413,-1.4338600851e-05,0,0,0.12508831164,1.1844227362e-05,-0.31825310793,0.43802238811,0.31755927131,-0.31425091792,0.44419186419,0.31366345566,-0.006169476075,-0.55112750872,0.22750921668,0.28726657087,0.41347822989,-0.55019574174,0.23769342484,0.2956264078,0.41055173822,0.11991805988,0.50766493114,28,7289,2474,1,36,1,190,3,-1,1499,2529,2831,2831,9.9055478887e-16,0,1,8,0,0,2m 44s,2m 37.797s,6.776s,1m 16s,60.133897686,34.927533798,120.44280175,0.55253620774,72.239021566,-2.7336912368
59,0.73,66.235100879,-284.87822908,373.50826603,-307.27316515,0.0067586837632,-0.029069207049,0.03811308837,-0.031354404607,0,0,0.22068732493,8.3747385768e-06,-0.019819311145,0.026680861425,0.011387414135,-0.3012969892,0.47527417917,0.30060315258,-0.44859331775,-0.028207446355,0.015915892971,0.042889904204,0.032063206553,-0.55764490001,0.26134434939,0.33115351146,0.41300102805,0.59943645518,0.69653907119,1094,4910,2264,1547,1079,3,1119,3,-1,10633,16526,4188,4188,1.3473878591e-15,0,1,8,0,0,2m 56s,2m 49.475s,6.893s,1m 17s,60.446347643,34.984575889,122.6089358,1.8359206559,76.719031388,-6.8879475625
60,0.74,63.329055353,-2.9060455262,68.147643129,-4.8185877756,0.0064621485054,-0.00029653525778,0.0069538411356,-0.00049169263016,0,0,0.20060979883,1.9520750719e-05,-0.017909452557,0.025254222055,0.0095909089457,-0.017115792825,0.050884037207,0.0086838958145,-0.025629815153,-0.025878790635,0.014890051116,0.044196189701,0.031758714343,-0.030983189089,0.041755795997,0.069624970035,0.03372514448,0.36644058937,0.50910262518,219,4682,2396,1743,979,3,988,3,-1,5098,8466,1156,1156,1.3014637691e-15,0,1,8,0,0,3m 2s,2m 55.777s,7.029s,1m 16s,60.737431951,34.963121732,123.51917186,2.0715403978,76.671120649,-7.2871169202
61,0.75,63.83578433,0.50672897709,65.167610971,-1.3318266407,0.0065138555439,5.1707038478e-05,0.0066497562215,-0.00013590067763,0,0,0.20458173797,2.0493956811e-05,-0.0081455089919,0.024331826749,-0.00038104181814,-0.015890806645,0.049657321752,0.007572263033,-0.025325495002,-0.016796781791,0.014208140797,0.043264313352,0.022173059331,-0.028780442998,0.040930282035,0.071131629155,0.033731319121,0.39181703597,0.51909956636,220,4485,2208,1893,1214,3,993,3,-1,5488,8850,762,762,1.0240812355e-15,0,1,8,0,0,3m 8s,3m 1.428s,7.148s,1m 14s,61.087062976,34.963136299,124.3714622,2.2494085526,76.723895401,-7.6323397725
62,0.76,65.630255874,1.7944715434,65.63477589,-0.0045200165649,0.0066969648851,0.00018310934116,0.0066974261112,-4.6122618009e-07,0,0,0.19783172482,8.9224247409e-06,-0.0047494086947,0.037659270708,-0.0039034928377,-0.0073088284222,0.04894596634,-0.0012177223879,-0.011286695632,-0.017182736683,0.026064814621,0.057215832541,0.022478504419,-0.020417932248,0.040376318218,0.070274234417,0.024748956481,0.068908171864,0.1858677037,58,4680,2084,1896,1140,3,979,3,-1,2355,3786,280,280,1.4225165351e-15,0,1,8,0,0,3m 11s,3m 3.725s,7.266s,1m 11s,61.436683895,34.963138603,125.13115983,2.3173611735,76.743108805,-7.5006340877
63,0.77,62.63768152,-2.9925743533,68.079914941,-5.4422334209,0.0063916001551,-0.00030536472993,0.006946930096,-0.0005553299409,0,0,0.17955045772,9.4432866065e-06,0.0099861330135,0.02899711396,-0.018168071109,-0.00402253639,0.062100330241,-0.0046303651424,-0.033103216281,-0.00062700058027,0.023046179901,0.049833721249,0.0075568858177,-0.021045818419,0.051840552723,0.083910894464,0.025085198778,0.460074109,0.48033219619,230,4175,2035,2023,1567,3,970,3,-1,5486,8734,954,954,1.2836952134e-15,0,1,8,0,0,3m 16s,3m 8.823s,7.388s,1m 9s,61.784666741,34.970299845,125.91916946,2.4306636176,76.9696413,-7.7279793798
64,0.78,62.094509795,-0.54317172495,64.65834836,-2.5638385644,0.0063361744689,-5.542568622e-05,0.006597790649,-0.00026161618004,0,0,0.20445131946,2.1557029272e-05,0.021942580611,0.029627612524,-0.030187655034,0.0095972067853,0.053286495526,-0.017779144881,-0.023658883002,0.0098424093824,0.02498803696,0.057081275725,-0.0025268391935,-0.0048777337852,0.048733179488,0.076242241645,0.010708128869,0.30339892577,0.36713177482,132,4025,1932,2500,1343,3,928,3,-1,4112,6859,800,800,1.3186819967e-15,0,1,8,0,0,3m 20s,3m 13.006s,7.505s,1m 6s,62.121650007,34.963204402,126.08616473,1.8914074381,77.526556723,-7.9025178341
65,0.79,60.314298753,-1.7802110425,64.142997953,-3.8286991998,0.0061545202809,-0.00018165418801,0.0065452038727,-0.00039068359182,0,0,0.16461122781,1.2783384425e-05,0.037780360848,0.027462774493,-0.045594201626,0.020998376924,0.053954878529,-0.029243451347,-0.026492104036,0.024841072054,0.028616603124,0.051932273923,-0.017813431843,0.0053384637039,0.050589890867,0.083345316661,0.00092341404536,0.43590873459,0.37789195724,196,3701,1644,2479,1976,3,939,3,-1,4944,8512,851,851,1.4314501711e-15,0,1,8,0,0,3m 26s,3m 18.660s,7.624s,1m 4s,62.464115451,34.963207136,126.85547293,1.9879715097,77.698561326,-8.1983162902
66,0.8,61.155018838,0.84072008546,62.260995929,-1.1059770909,0.0062403080447,8.5787763823e-05,0.0063531628499,-0.00011285480519,0,0,0.17165936649,8.8370526259e-06,0.049231262442,0.031038014147,-0.056951004588,0.035986861527,0.052038451007,-0.043800702305,-0.02100043686,0.03365688754,0.034039206359,0.054843616099,-0.02675438086,0.019878703401,0.054420727934,0.078287399367,-0.01404690558,0.3970492873,0.47890521519,113,3721,1433,2422,2224,3,915,3,-1,3394,5481,676,676,1.467198672e-15,0,1,8,0,0,3m 29s,3m 21.821s,7.741s,1m 1s,62.800918041,34.95610781,127.51417893,2.0075185291,77.834532097,-8.4277863241
67,0.81,60.578284526,-0.57673431182,63.278794271,-2.700509745,0.0061814576047,-5.8850439982e-05,0.0064570198236,-0.00027556221888,0,0,0.1769496226,1.4629965575e-05,0.032855106594,0.033000573405,-0.040661258835,0.047117870309,0.055596704515,-0.054837612456,-0.02259613111,0.021124316408,0.033544917682,0.044230439282,-0.015846521046,0.028559330498,0.059786343934,0.081034691124,-0.022908704614,0.29722815252,0.400049362,158,3560,1467,2474,2299,3,922,3,-1,4519,7517,720,720,9.980536456e-16,0,1,8,0,0,3m 34s,3m 26.271s,7.860s,59s,63.156290254,34.963267995,128.12538353,2.1914666071,77.897156304,-8.4865065519
68,0.82,62.665031708,2.0867471819,62.817533372,-0.15250166386,0.0063943909906,0.00021293338591,0.0064099523849,-1.5561394271e-05,0,0,0.18086422015,1.8430055415e-05,0.031582601863,0.047500631227,-0.039446904725,0.030887664061,0.058260898526,-0.038693816302,-0.0107602673,0.016436025908,0.045511832215,0.059082627121,-0.0115028851,0.015897447064,0.060044263977,0.071107388875,-0.012075567826,0.26795049345,0.37417973836,52,3877,1436,2630,1857,3,912,3,-1,2872,4803,333,333,1.225052212e-15,0,1,8,0,0,3m 37s,3m 29.220s,7.986s,55s,63.505916597,34.963262251,128.81084403,2.3559410188,77.998540024,-8.4715326495
69,0.83,61.67399477,-0.99103693838,65.616024742,-3.942029972,0.0062932647724,-0.0001011262182,0.0066955127288,-0.00040224795632,0,0,0.17175479077,9.8633766355e-06,0.011376741065,0.043907112152,-0.019052795159,0.029675557472,0.072755266229,-0.037539860335,-0.028848154077,0.0020789501649,0.040782451369,0.033837805549,-0.0015443181693,0.0110453512,0.071794617873,0.085802872649,-0.0077524977699,0.30709583556,0.39356482795,207,3431,1931,2407,2031,3,905,3,-1,3062,5042,810,810,1.0133683879e-15,0,1,8,0,0,3m 40s,3m 32.532s,8.105s,52s,63.843706106,34.948965374,129.55999739,2.4803610942,78.031570476,-8.579913443
70,0.84,63.35506263,1.6810678597,64.465221057,-1.110158427,0.0064648023092,0.00017153753671,0.0065780837813,-0.00011328147215,0,0,0.16551921978,1.3799597896e-05,0.011392168036,0.04687208416,-0.019141965235,0.0093402305108,0.069564770086,-0.017016284605,-0.022692685927,0.0018539745113,0.042961160283,0.033952799715,-0.00143805378,-0.0034897124889,0.067352290927,0.060702954032,0.0022493017227,0.33308367318,0.40173701192,121,3351,2055,2394,2000,3,928,3,-1,3896,6637,507,507,1.4476592416e-15,0,1,8,0,0,3m 45s,3m 37.108s,8.222s,50s,64.193158654,34.948921779,130.31869246,2.5524172837,78.042353548,-8.6240946877
71,0.85,60.358329809,-2.9967328205,66.298563977,-5.9402341677,0.0061590132458,-0.00030578906332,0.0067651595895,-0.00060614634364,0,0,0.16588653785,9.6375555662e-06,0.018949797896,0.04035685388,-0.026352450445,0.0089472211358,0.072840268153,-0.016697018335,-0.032483414273,0.0098494212891,0.037631772848,0.028869750852,-0.0099514743429,-0.0041270837253,0.069574380575,0.060881031354,0.002612886686,0.35127955026,0.477954459,210,3082,2019,2504,2195,3,903,3,-1,5543,8898,1080,1080,1.2132791291e-15,0,1,8,0,0,3m 51s,3m 42.881s,8.346s,47s,64.544843073,34.934669261,131.19609334,2.6855821548,77.660000471,-9.2007720695
72,0.86,63.195636084,2.8373062749,62.994465631,0.20117045328,0.0064485342943,0.00028952104846,0.006428006697,2.0527597273e-05,0,0,0.16734801879,2.4918953735e-05,0.019425034298,0.04959307758,-0.027192191349,0.015620930352,0.066824356584,-0.023023582901,-0.017231279004,0.0080398791572,0.0462106212,0.037538144865,-0.0084909144493,0.0036309606592,0.064597418774,0.056024087874,-0.0054818994813,0.30678360192,0.28995084987,91,3197,1906,2772,1925,3,862,3,-1,2787,4383,630,630,1.4454043844e-15,0,1,8,0,0,3m 54s,3m 45.575s,8.466s,44s,64.894141023,34.934644348,131.90580384,2.7217362539,77.715521213,-9.1823234103
73,0.87,65.350531385,2.1548953014,66.287568533,-0.93703714796,0.0066684215699,0.00021988727565,0.0067640376055,-9.5616035506e-05,0,0,0.16294158093,1.3135052249e-05,0.019904293741,0.056874209107,-0.027610315059,0.01597883392,0.076157661654,-0.023745990971,-0.019283452547,0.006198314634,0.051615057823,0.042827220088,-0.0072250961914,0.0016339341424,0.073032009647,0.064585808226,-0.0038491337185,0.36075273005,0.40910102392,79,3167,2006,2837,1790,3,867,3,-1,3592,5952,502,502,9.9818459985e-16,0,1,8,0,0,3m 57s,3m 49.155s,8.584s,41s,65.243505469,34.934652675,132.62101428,2.7658992357,77.673473686,-9.1703059033
74,0.88,68.684822204,3.3342908186,68.805119454,-0.12029724988,0.0070086553269,0.000340233757,0.0070209305565,-1.2275229579e-05,0,0,0.19039422263,9.9146127334e-06,0.019534634629,0.070752947176,-0.027350372926,0.016417081169,0.083610360266,-0.024123102486,-0.01285741309,0.0021106103668,0.062490736939,0.054796603947,-0.0046150676956,-0.00045258655284,0.078380335127,0.069862230875,-0.0025474754224,0.27621050472,0.28203561199,67,3217,2010,3082,1491,3,866,3,-1,2162,3594,290,290,1.3128224466e-15,0,1,8,0,0,4m 0s,3m 51.298s,8.703s,37s,65.592851427,34.934651017,133.37011026,2.8432678561,77.651279724,-9.1324545031
75,0.89,67.242795358,-1.4420268462,72.822076101,-5.5792807428,0.0068615097304,-0.00014714559655,0.0074308240919,-0.00056931436151,0,0,0.1704293984,1.9445263842e-05,0.018268052136,0.065024580123,-0.025933777506,0.016230998854,0.097492119193,-0.024046737151,-0.03246753907,0.0024215395767,0.055383163657,0.039216191419,-0.0088063671011,-0.0046325581096,0.089065098653,0.081677013533,-0.0001404930157,0.36194185485,0.35791420986,229,3022,2239,2787,1752,3,859,3,-1,6732,11579,981,981,1.8068106895e-15,0,1,8,0,0,4m 7s,3m 58.428s,8.822s,35s,65.922307155,34.920358049,134.27316409,3.2634528269,77.649952845,-8.9196525881
76,0.9,68.417413352,1.1746179938,71.10369111,-2.6862777585,0.0069813687094,0.00011985897896,0.0072554786847,-0.00027410997535,0,0,0.16211513319,9.9490331115e-06,0.026641044173,0.065722232914,-0.034233630287,0.014603462825,0.092086139397,-0.022269188195,-0.026363906482,0.0094358891729,0.057866851294,0.041710686119,-0.015933740157,-0.0043316093971,0.08217109322,0.066097932203,-0.0043384481527,0.434987662,0.51338403133,148,2942,2075,2793,1990,3,873,3,-1,3515,6023,755,755,1.5446826631e-15,0,1,8,0,0,4m 11s,4m 2.197s,8.948s,32s,66.271556314,34.920380654,134.83666143,3.1301636515,77.72028432,-8.9658322386
77,0.91,65.950608147,-2.4668052044,72.325867602,-6.3752594545,0.0067296538926,-0.00025171481678,0.0073801905716,-0.00065053667904,0,0,0.16651236081,9.5452714447e-06,0.029325084946,0.059887404837,-0.036852880419,0.022752891126,0.093196629787,-0.03034547724,-0.03330922495,0.012703466594,0.054758789281,0.037173872168,-0.019475800511,0.0024899719004,0.084910070154,0.068799942421,-0.011400014308,0.2652288399,0.24026252768,166,2767,2157,2983,1893,3,825,3,-1,7351,11909,951,951,1.1981466359e-15,0,1,8,0,0,4m 18s,4m 9.070s,9.066s,29s,66.620751462,34.920344552,135.448796,3.0780641087,77.719354286,-8.9229057993
78,0.92,66.565522191,0.61491404383,69.599213479,-3.0336912884,0.0067924002236,6.2746331003e-05,0.0071019605591,-0.00030956033555,0,0,0.16902775666,8.4903648297e-06,0.020472389881,0.057988330879,-0.028133546478,0.024758363404,0.088394545419,-0.032286158877,-0.03040621454,0.013665659984,0.05034981694,0.025242383509,-0.022374035371,0.0054739801411,0.082704175372,0.065075214939,-0.014546845607,0.2533542056,0.30569013805,187,2110,2113,3177,2400,3,844,3,-1,5801,9727,1186,1186,1.7247665152e-15,0,1,8,0,0,4m 24s,4m 14.695s,9.189s,26s,66.962223738,34.927453807,136.22075295,3.2942620362,77.771970916,-9.2428548782
79,0.93,68.109107892,1.5435857005,70.131615973,-2.0225080816,0.0069499089685,0.00015750874495,0.0071562873442,-0.00020637837568,0,0,0.16173189413,9.996863101e-06,0.026495557109,0.056180351692,-0.034442471983,0.015604310434,0.086898185132,-0.023265467031,-0.03071783344,0.019341369524,0.046358197121,0.025227908531,-0.028732422521,0.0075463713462,0.078601965866,0.053225909597,-0.018666625757,0.42060890147,0.56996347672,134,2128,2000,3036,2636,3,869,3,-1,3615,6051,707,707,1.3418733437e-15,0,1,8,0,0,4m 27s,4m 18.328s,9.309s,23s,67.31153868,34.927456076,136.93290575,3.353040008,77.796058028,-9.3406807975
