load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigma11,avg_sigma12,avg_sigma22,avg_init_sigma11,avg_init_sigma12,avg_init_sigma22,avg_sigma12_change_from_init,avg_P11,avg_P12,avg_P21,avg_P22,avg_init_P11,avg_init_P12,avg_init_P21,avg_init_P22,participationFraction,m3_participationFraction,nr_elements_with_m3_change,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,max_m3_nr,sum_m3,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,nr_edge_flips,nr_total_edge_flips,edge_flip_chosen_minus_other_energy,edge_flip_always_chose_lower_energy,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
37,0.51,99.305937327,8.2040889368,99.581782319,-0.27584499233,0.010133258911,0.00083715193233,0.010161406359,-2.8147448197e-05,0,0,0.096457265868,1.3639767079e-05,-0.19148824066,0.1812792976,0.19079956774,-0.18103325748,0.19426463364,0.18035392736,-0.01298533604,-0.25901297552,0.10139442015,0.11532728211,0.22244300896,-0.2530114767,0.11837722118,0.13244186208,0.21612015194,0.18826746021,0.75337761664,41,7792,1998,5,5,1,88,3,-1,3788,6485,2526,2526,0,1,8,0,0,2m 20s,2m 16.734s,3.979s,2m 59s,52.835106944,34.956097197,105.50391496,0.15542466313,71.647454042,-2.0642879228
38,0.52,107.55764683,8.2517095041,109.20011325,-1.64246642,0.010975270085,0.00084201117389,0.011142868699,-0.00016759861428,0,0,0.10015942756,1.7559465847e-05,-0.2182205517,0.16796303764,0.2175412725,-0.17348440217,0.22190350867,0.17279572925,-0.053940471026,-0.28300428784,0.081590312803,0.090058052347,0.2416579708,-0.25762364952,0.14188139388,0.16124683855,0.21840903633,0.4209849597,0.58994868038,166,2516,7271,7,6,1,226,3,-1,3563,6220,3334,3334,0,1,8,0,0,2m 24s,2m 20.395s,4.091s,2m 56s,53.184671068,34.956090822,106.01560409,-0.017030152299,71.485865869,-1.9045550917
39,0.53,116.4548505,8.8972036703,116.83201768,-0.37716717534,0.01188314801,0.00090787792554,0.011921634457,-3.8486446464e-05,0,0,0.093035007011,9.9531890441e-06,-0.21036474475,0.19658207794,0.20969846485,-0.1986836341,0.21020549861,0.19800435489,-0.013623420663,-0.28772598732,0.10442320434,0.11986543009,0.24395754837,-0.28093209053,0.12389545948,0.13809082713,0.23668439945,0.37268445821,0.7557830675,95,7215,2570,4,11,1,111,3,-1,3415,5427,3955,3955,0,1,8,0,0,2m 27s,2m 23.664s,4.197s,2m 52s,53.538012631,34.963219234,106.77764827,0.047024330379,71.57510534,-1.8199152602
40,0.54,126.25439331,9.799542813,127.09902576,-0.84463244507,0.012883101359,0.00099995334827,0.012969288343,-8.6186984191e-05,0,0,0.093311223318,8.924047844e-06,-0.22954104763,0.19443826259,0.22884451079,-0.1915317151,0.23717325001,0.19086543519,-0.042734987418,-0.3082944138,0.094206319196,0.10812350953,0.25977285662,-0.28645706983,0.14487522731,0.16624610816,0.23989164734,0.4160493322,0.83556538578,108,3422,6365,5,8,1,146,3,-1,4654,7849,3355,3355,0,1,8,0,0,2m 32s,2m 28.277s,4.304s,2m 49s,53.887657284,34.963255248,107.3044606,-0.10830208069,71.86734566,-1.7933750106
41,0.55,135.96286188,9.7084685623,136.78247405,-0.81961217483,0.013873761416,0.00099066005738,0.013957395311,-8.3633895391e-05,0,0,0.089677201468,1.3458274215e-05,-0.23387270111,0.20936838983,0.23319091787,-0.21042997013,0.23504531914,0.20973343328,-0.025676929301,-0.32007171834,0.10322280589,0.11923931511,0.26838212356,-0.30713736552,0.13464886583,0.15462365531,0.25566951349,0.12085913009,0.37306400243,117,3455,6322,12,11,1,177,3,-1,2926,4796,2055,2055,0,1,8,0,0,2m 35s,2m 31.113s,4.411s,2m 45s,54.241219831,34.970400234,107.98313501,-0.12647701494,71.938928005,-2.0891507769
42,0.56,147.0799399,11.117078027,147.22651819,-0.14657829042,0.015008157133,0.0011343957171,0.015023114101,-1.4956968411e-05,0,0,0.097236277991,3.1970668333e-05,-0.22036265511,0.24357376948,0.2196837887,-0.2143098241,0.24989294903,0.21362804086,-0.0063191795542,-0.32278054671,0.13319276631,0.15694465035,0.26863419233,-0.31898786647,0.14357038004,0.16597204512,0.26424952343,0.11026589253,0.44981048845,26,8363,1417,7,13,1,94,3,-1,3372,5643,2788,2788,0,1,8,0,0,2m 39s,2m 34.627s,4.519s,2m 41s,54.590923285,34.970405575,108.77373347,-0.030899858105,71.974614341,-2.0216261699
43,0.57,158.46174517,11.381805263,159.97428305,-1.5125378847,0.016169565833,0.0011614087003,0.016323906434,-0.00015434060048,0,0,0.093878421856,1.7706915415e-05,-0.26057223467,0.22333804795,0.25989885132,-0.20206033885,0.28202674222,0.20138147245,-0.058688694265,-0.35736941082,0.10176675381,0.11738040436,0.29526781202,-0.32286640419,0.17110442937,0.20138719386,0.26537354603,0.49209142999,0.46236669529,161,1213,8564,14,9,1,237,3,-1,3385,6403,3836,3836,0,1,8,0,0,2m 43s,2m 38.396s,4.630s,2m 37s,54.94062823,34.97041069,109.78029416,0.29320819432,72.279762368,-2.5947631503
44,0.58,170.0940643,11.632319137,170.37858703,-0.28452272723,0.017356537174,0.0011869713405,0.017385570105,-2.903293135e-05,0,0,0.091042707996,1.7940506381e-05,-0.25196940874,0.25220120369,0.25131929705,-0.24137008109,0.26292553253,0.24069669774,-0.01072432884,-0.3634141503,0.1264018659,0.14766286458,0.29783644006,-0.35721236458,0.14088746031,0.16314283066,0.2915802776,0.16038888023,0.62035659454,45,2423,7356,10,11,1,216,3,-1,3260,5869,1391,1391,0,1,8,0,0,2m 46s,2m 41.748s,4.737s,2m 34s,55.279045564,34.963261284,109.96586716,0.24149240842,72.248320597,-2.2709540131
45,0.59,183.1740915,13.080027192,183.43025768,-0.25616617947,0.018691233826,0.0013346966523,0.018717373232,-2.6139406068e-05,0,0,0.083674465907,1.2569745758e-05,-0.23986811113,0.28449033033,0.23919685638,-0.23233805333,0.29160353457,0.23168794164,-0.007113204239,-0.36805178171,0.15150899664,0.18303337524,0.30035808243,-0.36343567095,0.16528354527,0.19371166157,0.2940615318,0.068311829036,0.52301651624,76,8015,1766,9,10,1,129,3,-1,2464,4414,3344,3344,0,1,8,0,0,2m 49s,2m 44.368s,4.844s,2m 29s,55.624468604,34.956134849,110.7362213,0.3125857616,72.265309415,-2.6840020286
46,0.6,196.55522352,13.381132022,198.0443282,-1.4891046772,0.020056655461,0.0013654216349,0.020208604918,-0.00015194945685,0,0,0.086131977948,8.8287920961e-06,-0.2815927652,0.26877828141,0.28091211163,-0.22171923122,0.32190684642,0.22104797647,-0.053128565011,-0.40619593021,0.12252398733,0.14593269898,0.32835548214,-0.36940006927,0.1879444302,0.22673132106,0.29778970676,0.33749003329,0.32524555838,155,678,9103,11,8,1,192,3,-1,3651,6134,4192,4192,0,1,8,0,0,2m 53s,2m 48.067s,4.966s,2m 25s,55.969720198,34.94893908,111.5351469,0.43624618362,72.401052172,-2.210013821
47,0.61,210.6617834,14.10655988,210.67608048,-0.014297076403,0.021496100347,0.0014394448858,0.021497559232,-1.4588853472e-06,0,0,0.082779990435,1.5429480809e-05,-0.26596090711,0.30429469778,0.26528370335,-0.26232561042,0.30760064896,0.26164495685,-0.003305951184,-0.40933120167,0.15394639616,0.18618413809,0.32811712708,-0.40728449095,0.16043478164,0.19134692637,0.32531882837,0.010340064538,0.50136691116,48,4179,5608,7,6,1,129,3,-1,3973,7456,2770,2770,0,1,8,0,0,2m 59s,2m 54.349s,5.092s,2m 24s,56.319222084,34.948950245,112.24983279,0.47445132726,72.402038307,-2.2183711426
48,0.62,226.44259088,15.780807481,226.52167785,-0.079086974471,0.023106386825,0.0016102864776,0.023114456924,-8.0700994358e-06,0,0,0.086196979723,9.0689148106e-06,-0.25009482751,0.33937216544,0.24941828098,-0.24671155354,0.34251355758,0.24603434978,-0.003141392149,-0.41302613495,0.18386074237,0.22652220843,0.32878050076,-0.41090214598,0.19107675169,0.23131887392,0.32528755644,0.019558707887,0.4942324899,66,9122,666,5,7,1,69,3,-1,2837,4935,2187,2187,0,1,8,0,0,3m 3s,2m 57.829s,5.204s,2m 20s,56.668719891,34.948971512,112.94407163,0.48293329309,72.405137649,-2.2313540121
49,0.63,243.30774455,16.865153668,243.96916727,-0.66142272641,0.024827320872,0.0017209340478,0.024894812987,-6.749211494e-05,0,0,0.12054084867,1.8292079323e-05,-0.28025390996,0.33506133999,0.27951872547,-0.23278919027,0.37541525312,0.23211264375,-0.040353913137,-0.44519853796,0.16745316683,0.20506505626,0.3511751848,-0.41627462485,0.21822265485,0.26888219421,0.32721633912,0.39889229761,0.46920511301,124,3798,5980,5,17,1,151,3,-1,2847,5276,2948,2948,0,1,8,0,0,3m 6s,3m 1.016s,5.313s,2m 16s,57.018194017,34.948944207,113.74017081,0.60685884188,72.495517309,-2.6459211129
50,0.64,259.96504587,16.657301318,260.63678422,-0.67173835624,0.026527045497,0.0016997246243,0.026595590227,-6.8544730229e-05,0,0,0.13608993991,1.5810691623e-05,-0.2844927701,0.35282117739,0.28369715057,-0.26225458881,0.371931073,0.26151940432,-0.019109895611,-0.46150706199,0.17751849847,0.21824658688,0.36080181544,-0.44848242749,0.20263037464,0.24847422375,0.34945441482,0.22718785684,0.53675015119,105,3640,6129,14,17,1,192,3,-1,2698,4420,2542,2542,0,1,8,0,0,3m 9s,3m 3.803s,5.421s,2m 12s,57.363132673,34.941832556,114.51403709,0.71943482221,72.526965284,-2.5575552552
51,0.65,278.0702018,18.10515593,278.17440352,-0.10420172425,0.028374510387,0.0018474648909,0.028385143216,-1.0632829006e-05,0,0,0.11808689391,1.6739697681e-05,-0.27474232642,0.38233267111,0.2739042636,-0.26615740152,0.38984150226,0.26536178199,-0.0075088311436,-0.47002892869,0.20055486452,0.25020384022,0.36447194736,-0.46507441695,0.21272474802,0.26210308463,0.35897161785,0.11768410642,0.22404509345,41,7410,2357,6,27,1,141,3,-1,1623,2558,2196,2196,0,1,8,0,0,3m 11s,3m 5.408s,5.527s,2m 7s,57.712542833,34.941827065,115.28838918,0.79927590988,72.547787133,-2.5748516794
52,0.66,297.17186437,19.101662576,297.69995627,-0.5280918947,0.03032365963,0.0019491492425,0.030377546558,-5.388692803e-05,0,0,0.11887674058,9.4338076489e-06,-0.27862769334,0.39961595966,0.27761762827,-0.25750005336,0.41820146395,0.25666199054,-0.018585504288,-0.48652177389,0.21001732328,0.26292755412,0.37410018718,-0.47479142177,0.23413055706,0.29262641921,0.36350884257,0.29199460053,0.5920174148,91,6446,3314,11,29,1,196,3,-1,2961,5163,1612,1612,0,1,8,0,0,3m 14s,3m 8.311s,5.633s,2m 3s,58.061957104,34.941813156,115.8845794,0.72897503081,72.507717216,-2.6454893903
53,0.67,66.396041,-230.77582337,317.63638326,-251.24034226,0.0067751062245,-0.023548553405,0.032411875843,-0.025636769619,0,0,0.19456788635,6.6704283194e-06,0.0026258547828,0.032314897234,-0.01078615738,-0.26196568877,0.43499572831,0.2609556237,-0.40268083108,-0.0044940664474,0.025567940247,0.037010714121,0.0087470108717,-0.49215420687,0.24277804563,0.30468504036,0.3735483362,0.58838645747,0.70280886598,1075,4118,2269,2133,1280,2,1098,3,-1,17620,27704,3782,3782,0,1,8,0,0,3m 31s,3m 25.321s,5.740s,2m 8s,58.246965054,34.898958796,115.25992589,-1.0273093236,76.361044559,-5.6903219943
54,0.68,64.251748758,-2.144292242,68.535057017,-4.2833082594,0.0065563008936,-0.00021880533082,0.006993373165,-0.00043707227137,0,0,0.18236473679,1.9746803033e-05,-0.00093003347889,0.042847104484,-0.0071397299392,0.0052031748395,0.054826582051,-0.013363477436,-0.011979477567,-0.011439648681,0.033428578604,0.047334200727,0.014227855986,-0.0077737926706,0.049276504572,0.061794509966,0.011200341895,0.14587603815,0.39630994882,182,4281,2079,2140,1300,2,904,3,-1,3901,6063,1586,1586,0,1,8,0,0,3m 34s,3m 28.913s,5.850s,2m 4s,58.586491176,34.906037795,116.21889463,-0.97871082055,76.425729164,-5.6755729894
55,0.69,65.762559826,1.5108110685,66.914401161,-1.1518413349,0.0067104652884,0.00015416439474,0.0068280001185,-0.00011753483009,0,0,0.19269641202,1.5102126586e-05,0.0044327640277,0.056099728978,-0.012615745764,0.0012432293488,0.065652949445,-0.0093129927668,-0.0095532204674,-0.011155484373,0.045214789343,0.061782435858,0.012965701331,-0.014911781325,0.057543949952,0.072408614661,0.016681304112,0.10273712706,0.38729728222,110,4609,1922,2071,1198,2,830,3,-1,4203,6851,575,575,0,1,8,0,0,3m 39s,3m 33.285s,5.958s,2m 0s,58.935578606,34.9060665,116.87692277,-0.87986518734,76.427698183,-5.7134960271
56,0.7,67.732081789,1.969521963,69.07260033,-1.3405185405,0.0069114369173,0.00020097162888,0.0070482245234,-0.00013678760617,0,0,0.18672477051,9.2577837014e-06,0.0068032035507,0.061505877928,-0.015126261797,0.0062736482173,0.078813441596,-0.014456629954,-0.017307563668,-0.010139516206,0.04968902728,0.064345152071,0.011457000117,-0.01478154486,0.069155375439,0.086663948199,0.015497384056,0.323943614,0.55114015509,163,4678,1767,2070,1285,2,820,3,-1,6305,10816,664,664,0,1,8,0,0,3m 46s,3m 40.428s,6.067s,1m 58s,59.291762643,34.906082467,117.62312032,-0.92519487994,76.522604528,-5.7921364086
57,0.71,62.709080041,-5.0230017478,71.306432217,-8.5973521753,0.0063988857185,-0.00051255119875,0.0072761665527,-0.00087728083421,0,0,0.19744018857,2.0324616903e-05,-0.0027688518462,0.048028340754,-0.0052863068462,0.0082109976983,0.084233611482,-0.016534055945,-0.036205270728,-0.010207863641,0.03961188949,0.041013475758,0.012546811135,-0.01407484926,0.073569457414,0.089134434579,0.014166106425,0.30366436952,0.37611552487,319,4245,2126,2157,1272,2,793,3,-1,6498,10404,1635,1635,0,1,8,0,0,3m 53s,3m 47.125s,6.184s,1m 56s,59.63572809,34.898852794,118.69635724,-0.55572930373,76.94748681,-6.1620636794
58,0.72,58.523362408,-4.1857176331,65.628973001,-7.1056105922,0.0059717716743,-0.00042711404419,0.0066968339797,-0.00072506230533,0,0,0.20885460128,1.6373814016e-05,-0.013628244834,0.035604624315,0.0062491729343,-0.0014581297127,0.070990132404,-0.0065970289798,-0.03538550809,-0.011322948854,0.027754880918,0.0095627730642,0.010452571426,-0.013904352169,0.063919186245,0.06596875665,0.015158952056,0.4324703204,0.42087789897,338,2029,3550,2317,1904,2,821,3,-1,6602,10883,2217,2217,0,1,8,0,0,3m 59s,3m 53.557s,6.293s,1m 53s,59.969300607,34.877506873,119.25286365,-0.50393904797,77.451907956,-6.4047491633
59,0.73,57.046081685,-1.4772807232,60.851459947,-3.8053782615,0.0058210287434,-0.00015074293094,0.0062093326476,-0.00038830390424,0,0,0.18607123182,2.1781803631e-05,-0.0059169414676,0.0395692678,-0.0013606923729,-0.012656867264,0.059266448017,0.0052777953641,-0.019697180217,-0.0067829714049,0.033188036638,0.024164662064,0.005218058132,-0.0150918451,0.053156668547,0.035124467621,0.012893488941,0.28200011633,0.45977970198,214,3056,2568,2685,1491,2,773,3,-1,5220,8774,1786,1786,0,1,8,0,0,4m 5s,3m 58.938s,6.403s,1m 50s,60.334300937,34.870409925,119.9593157,-0.11905012012,77.731836855,-6.3763618446
60,0.74,58.101375218,1.0552935326,59.57826751,-1.476892292,0.0059287117569,0.00010768301353,0.006079415052,-0.0001507032951,0,0,0.19888270536,2.3399373549e-05,-0.003338043532,0.052829355301,-0.0037006898135,-0.0056939213735,0.063654784205,-0.001583712467,-0.010825428904,-0.010246484645,0.044421534423,0.042735316735,0.0087123645247,-0.010755660219,0.058732935233,0.049892745192,0.0081907902854,0.15666955931,0.49741923593,165,3794,2210,2664,1132,2,710,3,-1,6729,11021,1257,1257,0,1,8,0,0,4m 12s,4m 5.734s,6.515s,1m 47s,60.682983298,34.870372283,120.69501936,0.026779391107,77.722060297,-6.4785343746
61,0.75,59.09673898,0.99536376254,61.282474645,-2.1857356644,0.0060302794878,0.00010156773087,0.0062533137393,-0.00022303425147,0,0,0.17809374551,9.510275378e-06,0.016470871543,0.051460952188,-0.023433567829,-0.0032569317961,0.076830359131,-0.0037818015495,-0.025369406942,0.0037362338115,0.047750657929,0.04795746198,-0.0057603033171,-0.014313262373,0.069696891285,0.068280679788,0.011745520713,0.45525575448,0.54919904765,190,4194,1484,2593,1529,2,661,3,-1,5711,9163,1131,1131,0,1,8,0,0,4m 17s,4m 10.995s,6.629s,1m 43s,61.02099417,34.856143551,121.3492975,-0.027825401021,77.819765868,-7.0791855555
62,0.76,59.388227643,0.29148866255,62.20780617,-2.8195785274,0.0060600232289,2.9743741076e-05,0.0063477353235,-0.00028771209463,0,0,0.15413865636,1.3286992878e-05,0.026750690474,0.056719902629,-0.033608428477,0.015508227804,0.075435694301,-0.022470924091,-0.018715791672,0.011595503127,0.053459613055,0.058734946621,-0.013098613419,-0.00088011551485,0.072810818262,0.073281366557,-0.0021701912175,0.25499957282,0.42631596782,169,4551,1169,2672,1408,2,615,3,-1,6590,10992,889,889,0,1,8,0,0,4m 24s,4m 17.233s,6.738s,1m 40s,61.342684365,34.848988451,122.13644378,0.12104283596,77.785982078,-7.5929442782
63,0.77,57.725274394,-1.6629532484,62.759730706,-5.0344563111,0.0058903341219,-0.00016968910698,0.0064040541536,-0.00051372003175,0,0,0.16593655317,2.3083303773e-05,0.048871831119,0.049787966161,-0.055633287785,0.024992263904,0.080758039186,-0.031850001908,-0.030970073025,0.032484110046,0.051065031655,0.061896230827,-0.031544163297,0.0066662347974,0.078489413508,0.08392898691,-0.0091642523905,0.38713983585,0.40822203,216,4295,980,2656,1869,2,633,3,-1,4637,7390,1023,1023,0,1,8,0,0,4m 28s,4m 21.566s,6.846s,1m 36s,61.67852719,34.841827064,122.8114753,0.24785170294,77.859802118,-8.0034250118
64,0.78,60.097122834,2.371848439,60.761919262,-0.66479642855,0.0061323594728,0.00024202535092,0.0062001958431,-6.783637026e-05,0,0,0.21527445851,1.9188406178e-05,0.050549914329,0.06366192161,-0.057461919801,0.046019747967,0.074102912126,-0.052781204633,-0.010440990516,0.029710185948,0.062434433363,0.076779456036,-0.028454018291,0.027087142541,0.076186742046,0.087156506447,-0.027041938237,0.056270013967,0.19279399584,81,4563,858,2733,1646,2,608,3,-1,3523,5578,512,512,0,1,8,0,0,4m 31s,4m 24.757s,6.955s,1m 32s,62.026964323,34.841842492,123.57545494,0.33101955096,77.878617623,-7.9918029958
65,0.79,56.446469682,-3.6506531513,63.816392566,-7.3699228835,0.0057598438451,-0.00037251562768,0.0065118767924,-0.0007520329473,0,0,0.17100819536,2.8255360422e-05,0.026564786209,0.057498717513,-0.033229084341,0.047669751688,0.088062068006,-0.054581757161,-0.030563350492,0.015213246726,0.054369928351,0.041675605982,-0.018782218728,0.024174382803,0.087488007217,0.10202140137,-0.023992373277,0.36591400124,0.50267411449,270,3788,1499,2823,1690,2,562,3,-1,7339,12004,1350,1350,0,1,8,0,0,4m 39s,4m 32.005s,7.064s,1m 28s,62.389685764,34.841828056,124.45062109,0.94298822216,78.0390719,-8.089955831
66,0.8,60.025345663,3.5788759804,59.876903346,0.14844231692,0.0061250352717,0.00036519142657,0.0061098880965,1.5147175196e-05,0,0,0.17082875961,1.6544882437e-05,0.030386706918,0.070976204408,-0.037217421849,0.024070052333,0.082458844714,-0.030734350465,-0.011482640306,0.014870401157,0.066194004884,0.055409169171,-0.018720633223,0.0099085573275,0.080164509757,0.067381674387,-0.014707704035,0.18574606958,0.43596430369,49,3956,1360,3012,1472,2,576,3,-1,2228,3777,582,582,0,1,8,0,0,4m 41s,4m 34.300s,7.175s,1m 24s,62.738118771,34.841814473,125.17809402,1.0457062929,78.033830304,-8.0632671462
67,0.81,63.819018689,3.7936730263,64.117818587,-0.29879989841,0.0065121447642,0.00038710949248,0.0065426345497,-3.0489785552e-05,0,0,0.16498435356,9.6089513073e-06,0.031377147684,0.088396356767,-0.038180970374,0.027934227962,0.095900677485,-0.034764942893,-0.007504320718,0.010849275652,0.080870140666,0.072331001815,-0.015770793991,0.0094323194987,0.091715285609,0.080912030454,-0.014615742567,0.19294040322,0.56095949912,33,4215,1284,3076,1225,2,577,3,-1,1966,3153,222,222,0,1,8,0,0,4m 43s,4m 36.181s,7.283s,1m 19s,63.086531055,34.841802945,125.90914,1.1534086574,78.02298666,-8.0210829353
68,0.82,64.501474634,0.6824559454,68.763420645,-4.2619460112,0.0065817831259,6.9638361776e-05,0.0070166755761,-0.00043489245013,0,0,0.20344161635,1.2846200939e-05,0.051896947237,0.083188904512,-0.058572992847,0.029172075952,0.11318961297,-0.035975898642,-0.030000708455,0.029549205403,0.079824891466,0.072955508416,-0.034036552947,0.0052577309827,0.10600813739,0.097528763723,-0.011798341909,0.20423842227,0.36613649397,235,4430,1048,2843,1479,2,594,3,-1,7953,12738,1083,1083,0,1,8,0,0,4m 51s,4m 43.570s,7.391s,1m 15s,63.429088537,34.834674693,126.80411819,1.2648965409,78.197862266,-9.036514359
69,0.83,67.079374921,2.5779002864,69.187368266,-2.1079933449,0.0068448341756,0.00026305104964,0.0070599355373,-0.00021510136172,0,0,0.202841811,2.1808804686e-05,0.055160727408,0.088121722659,-0.061921699823,0.049128893462,0.10783644135,-0.055804939071,-0.019714718693,0.029638888873,0.083375250892,0.078017291676,-0.033979972185,0.02367457021,0.10455684932,0.097697858933,-0.029791826569,0.4139559019,0.43666233611,144,4470,1139,2681,1510,2,616,3,-1,4971,8269,698,698,0,1,8,0,0,4m 56s,4m 48.407s,7.500s,1m 11s,63.777461183,34.834678739,127.79897663,1.5047216444,78.32063102,-8.8745460023
70,0.84,68.348453201,1.2690782802,72.00659445,-3.6581412494,0.0069743319593,0.00012949778369,0.0073476116786,-0.00037327971933,0,0,0.19794425685,1.6520806128e-05,0.063802882834,0.089002927985,-0.070439318808,0.052121032461,0.11292604652,-0.058882004875,-0.023923118538,0.036451098033,0.086854827543,0.081532703643,-0.041103878955,0.023509183355,0.10809567079,0.10271396523,-0.02957097553,0.23322657184,0.30222377288,163,4306,1214,2675,1605,2,640,3,-1,6992,11430,730,730,0,1,8,0,0,5m 2s,4m 55.033s,7.612s,1m 8s,64.132908255,34.834666819,128.51415917,1.4255490767,78.589540059,-8.8513005398
71,0.85,66.838303808,-1.5101493926,73.320147212,-6.4818434041,0.0068202350825,-0.00015409687679,0.0074816476747,-0.00066141259225,0,0,0.19786383392,1.1638213201e-05,0.041545593098,0.092508719067,-0.048070911187,0.060540753207,0.11385296659,-0.067177189181,-0.021344247527,0.019432832697,0.087689002174,0.057479173892,-0.032040926501,0.030027316055,0.11132386318,0.10593031358,-0.036507130765,0.47557700307,0.58810647711,193,3713,1763,2801,1523,2,565,3,-1,5272,8868,1160,1160,0,1,8,0,0,5m 8s,5m 0.766s,7.721s,1m 4s,64.486315241,34.848991446,129.13171403,1.4462184106,78.802717956,-8.99770369
72,0.86,64.750589802,-2.0877140058,71.996626706,-7.246036904,0.0066072030411,-0.00021303204141,0.0073465945619,-0.00073939152082,0,0,0.16206491714,1.5938118494e-05,0.044835209975,0.055799342405,-0.051534207595,0.038033302402,0.11781592587,-0.044558620492,-0.06201658346,0.034205016054,0.056914950928,0.026562966469,-0.046591164772,0.012733563345,0.11234367488,0.081812161275,-0.027455457648,0.37566053732,0.48025986248,386,2783,1931,2722,2364,2,676,3,-1,8002,12612,1901,1901,0,1,8,0,0,5m 15s,5m 7.816s,7.831s,1m 0s,64.828671475,34.841840162,130.43023789,1.387770967,79.63980492,-9.2886314948
73,0.87,65.528115803,0.7775260006,68.129878388,-2.6017625851,0.0066865424289,7.9339387817e-05,0.006952028407,-0.00026548597807,0,0,0.1640035742,9.1145609819e-06,0.038869466777,0.062734364523,-0.046050721596,0.040063891495,0.081998045193,-0.046762889115,-0.019263680671,0.030625649989,0.059199547088,0.036336618511,-0.043971321842,0.027894078386,0.082168725117,0.051275369399,-0.041925308909,0.17173165424,0.32033885656,197,2634,1868,3139,2159,2,663,3,-1,4911,7617,1176,1176,0,1,8,0,0,5m 19s,5m 11.581s,7.940s,56s,65.157472398,34.827474127,131.37631317,1.4090988464,79.677983463,-9.3579755469
74,0.88,68.420803349,2.8926875457,69.253382157,-0.83257880855,0.0069817146274,0.00029517219854,0.0070666716487,-8.4957021281e-05,0,0,0.16849269248,2.436648041e-05,0.038714348629,0.078533440791,-0.045896705041,0.034213390773,0.089160688576,-0.041394645591,-0.010627247785,0.028266283808,0.071726234673,0.049710820583,-0.043595643461,0.02516186946,0.084658194522,0.061111564739,-0.040184154513,0.099206530677,0.18903040545,67,2568,1894,3505,1833,2,627,3,-1,2761,4781,392,392,0,1,8,0,0,5m 22s,5m 13.879s,8.048s,51s,65.498594342,34.827513177,131.26365686,1.4384860238,79.716162591,-9.3494832668
75,0.89,71.314941837,2.8941384885,72.917269839,-1.6023280015,0.0072770348814,0.00029532025393,0.0074405377386,-0.00016350285729,0,0,0.21195944036,2.2188156137e-05,0.039102561326,0.088431692754,-0.046403695164,0.034434585922,0.10470779808,-0.041616942334,-0.016276105327,0.028841480072,0.07825762827,0.060584354031,-0.043525890894,0.022803056571,0.096768975699,0.074096346574,-0.040114858047,0.12086814671,0.41289970083,129,2505,1827,3665,1803,2,647,3,-1,4124,6664,583,583,0,1,8,0,0,5m 25s,5m 17.085s,8.156s,47s,65.840506836,34.820340393,131.55216935,1.5091752841,79.913007478,-9.3770470787
76,0.9,67.65996191,-3.654979927,76.292875734,-8.6329138242,0.0069040777459,-0.00037295713541,0.0077849873198,-0.0008809095739,0,0,0.19322790422,1.8546341734e-05,0.03021104276,0.073298347712,-0.037364627029,0.035057916171,0.11441812981,-0.04235905001,-0.041119782103,0.031085463133,0.063930027915,0.045957039582,-0.043366400875,0.023567591724,0.10293594645,0.084576157925,-0.040387191587,0.37938633894,0.49047809012,348,2060,1670,3987,2083,2,708,3,-1,9318,15379,1376,1376,0,1,8,0,0,5m 32s,5m 24.369s,8.263s,43s,66.167994814,34.813265818,132.63733493,1.3454350385,79.969748882,-10.077593121
77,0.91,67.495934585,-0.16402732485,71.920661455,-4.4247268692,0.0068873402638,-1.6737482128e-05,0.0073388430056,-0.00045150274176,0,0,0.19401329714,1.5017803663e-05,0.037012234901,0.072228376698,-0.044234833481,0.025907331787,0.10010694454,-0.033060916056,-0.027878567843,0.034761015819,0.062194251353,0.047927519362,-0.043532610908,0.027247933116,0.089415323498,0.070519127773,-0.041455730284,0.38660783107,0.46263273175,229,2286,1542,3653,2319,2,706,3,-1,7055,11459,1125,1125,0,1,8,0,0,5m 39s,5m 30.504s,8.371s,39s,66.481635305,34.798939019,133.6462883,1.5099549879,79.993584746,-10.243712687
78,0.92,65.401213102,-2.094721483,71.707848566,-6.3066354638,0.0066735931737,-0.0002137470901,0.0073171274047,-0.000643534231,0,0,0.20583738785,1.911941156e-05,0.040889206474,0.07316492565,-0.047882941263,0.032384578807,0.099258343715,-0.039607177387,-0.026093418066,0.038671972103,0.061888822131,0.052972934105,-0.048578234372,0.031002716898,0.087813729161,0.072654967537,-0.041735506638,0.36305242311,0.40781004778,138,2095,1497,3899,2309,2,666,3,-1,4299,7315,727,727,0,1,8,0,0,5m 43s,5m 34.657s,8.481s,34s,66.779637179,34.798987906,134.28258531,1.5622221336,80.029833117,-10.279377042
