gamma,mean_direct_F12,mean_reconstructed_Tfull12,mean_direct_F21,mean_reconstructed_Tfull21,mean_frobenius_difference,q95_frobenius_difference,fraction_difference_above_0.5,fraction_difference_above_1,fraction_difference_above_2
0.72,0.7206771337244898,0.7177802224489795,-0.00040732979591836805,-0.0023068773673469395,0.09665392481949339,0.21312441445580707,0.027142857142857142,0.022551020408163265,0.015510204081632653
0.73,0.7311430037448979,0.4949613991836735,-0.0012628294285714266,0.1500242870918367,0.48353821081447174,2.515206845699815,0.17561224489795918,0.165,0.14326530612244898
0.74,0.7415395487877551,0.49740043987755095,-0.0014628347000000006,0.1518949873367347,0.5022678944652279,2.512464840548119,0.1823469387755102,0.17061224489795918,0.1489795918367347
